a	b	n_two_tile	beta_bij	s_perm	overshoot_id	gauss_lgA_err	gauss_lgB_err	gauss_dA_err	gauss_dB_err	telescope_lg_err	telescope_psi_err	beta_duality_pw	beta_duality_sum_err	sum_pcl	delta_target	identity_err	certified
52	147	51	true	true	true	2.842171e-14	5.684342e-14	6.536993e-13	2.046363e-12	1.421085e-14	1.136868e-13	true	3.469447e-18	-8.432225384470889e-4	-8.432225384471356e-4	4.672911e-17	true
53	147	52	true	true	true	0.000000e0	5.684342e-14	5.400125e-13	2.046363e-12	7.105427e-15	1.421085e-13	true	2.081668e-17	-9.872698389525683e-4	-9.872698389526337e-4	6.548581e-17	true
55	147	54	true	true	true	2.131628e-14	5.684342e-14	5.684342e-13	2.046363e-12	2.842171e-14	1.705303e-13	true	1.214306e-17	-1.232073077026757e-3	-1.232073077026874e-3	1.168770e-16	true
58	147	57	true	true	true	1.421085e-14	5.684342e-14	6.821210e-13	2.046363e-12	7.105427e-15	2.842171e-14	true	5.204170e-18	-1.418736190889479e-3	-1.418736190889570e-3	9.042246e-17	true
59	147	58	true	true	true	7.105427e-15	5.684342e-14	7.389644e-13	2.046363e-12	7.105427e-15	0.000000e0	true	1.040834e-17	-1.133252310321140e-3	-1.133252310321143e-3	3.686287e-18	true
61	147	60	true	true	true	7.105427e-15	5.684342e-14	7.958079e-13	2.046363e-12	2.842171e-14	1.136868e-13	true	1.734723e-17	-1.422285935360144e-3	-1.422285935360089e-3	5.464379e-17	true
62	147	61	true	true	true	2.131628e-14	5.684342e-14	7.389644e-13	2.046363e-12	5.684342e-14	2.273737e-13	true	3.469447e-18	-1.480957171709913e-3	-1.480957171709904e-3	8.890458e-18	true
64	147	63	true	true	true	2.131628e-14	5.684342e-14	8.526513e-13	2.046363e-12	2.131628e-14	1.705303e-13	true	3.469447e-18	-1.528937653331675e-3	-1.528937653331726e-3	5.117434e-17	true
65	147	64	true	true	true	7.105427e-15	5.684342e-14	7.389644e-13	2.046363e-12	4.263256e-14	0.000000e0	true	3.469447e-18	-1.611620984175456e-3	-1.611620984175524e-3	6.830474e-17	true
67	147	66	true	true	true	0.000000e0	5.684342e-14	8.526513e-13	2.046363e-12	3.552714e-14	1.705303e-13	true	3.989864e-17	-1.639339926579491e-3	-1.639339926579484e-3	6.722053e-18	true
68	147	67	true	true	true	1.421085e-14	5.684342e-14	7.958079e-13	2.046363e-12	4.263256e-14	3.410605e-13	true	3.469447e-18	-1.685081943410930e-3	-1.685081943410885e-3	4.575333e-17	true
71	147	70	true	true	true	3.552714e-14	5.684342e-14	6.252776e-13	2.046363e-12	2.131628e-14	1.705303e-13	true	0.000000e0	-1.804312811235220e-3	-1.804312811235229e-3	9.540979e-18	true
73	147	72	true	true	true	0.000000e0	5.684342e-14	9.094947e-13	2.046363e-12	7.105427e-15	0.000000e0	true	0.000000e0	-1.874839652478975e-3	-1.874839652478998e-3	2.341877e-17	true
74	147	73	true	true	true	2.842171e-14	5.684342e-14	5.684342e-13	2.046363e-12	7.105427e-14	1.136868e-13	true	6.938894e-18	-2.147384106061231e-4	-2.147384106061302e-4	7.074419e-18	true
76	147	75	true	true	true	0.000000e0	5.684342e-14	7.958079e-13	2.046363e-12	8.526513e-14	2.273737e-13	true	6.938894e-18	-6.977288260294317e-4	-6.977288260294648e-4	3.306817e-17	true
79	147	78	true	true	true	2.842171e-14	5.684342e-14	7.958079e-13	2.046363e-12	2.842171e-14	1.705303e-13	true	3.469447e-18	-1.137808655979235e-3	-1.137808655979295e-3	5.984796e-17	true
80	147	79	true	true	true	1.421085e-14	5.684342e-14	1.023182e-12	2.046363e-12	7.105427e-14	1.136868e-13	true	1.040834e-17	-1.250227938628917e-3	-1.250227938628980e-3	6.310057e-17	true
82	147	81	true	true	true	2.842171e-14	5.684342e-14	7.958079e-13	2.046363e-12	2.842171e-14	1.136868e-13	true	0.000000e0	-1.388157548790278e-3	-1.388157548790317e-3	3.881444e-17	true
83	147	82	true	true	true	1.421085e-14	5.684342e-14	1.023182e-12	2.046363e-12	2.842171e-14	2.273737e-13	true	6.938894e-18	-1.498881123743184e-3	-1.498881123743197e-3	1.322727e-17	true
85	147	84	true	true	true	4.263256e-14	5.684342e-14	1.250555e-12	2.046363e-12	4.263256e-14	2.842171e-13	true	3.469447e-18	-1.604998857862431e-3	-1.604998857862449e-3	1.799776e-17	true
86	147	85	true	true	true	0.000000e0	5.684342e-14	1.136868e-12	2.046363e-12	8.526513e-14	2.842171e-13	true	0.000000e0	-1.673538923339781e-3	-1.673538923339794e-3	1.235990e-17	true
88	147	87	true	true	true	1.421085e-14	5.684342e-14	1.023182e-12	2.046363e-12	7.105427e-14	2.273737e-13	true	1.040834e-17	-1.868505390620548e-3	-1.868505390620577e-3	2.970714e-17	true
89	147	88	true	true	true	2.842171e-14	5.684342e-14	1.136868e-12	2.046363e-12	1.421085e-14	2.842171e-13	true	1.387779e-17	-1.722694802766147e-3	-1.722694802766170e-3	2.341877e-17	true
92	147	91	true	true	true	4.263256e-14	5.684342e-14	1.193712e-12	2.046363e-12	1.421085e-14	5.684342e-14	true	0.000000e0	-1.886978051160597e-3	-1.886978051160578e-3	1.929880e-17	true
94	147	93	true	true	true	1.421085e-14	5.684342e-14	9.663381e-13	2.046363e-12	7.105427e-14	2.273737e-13	true	3.469447e-18	-2.033438838782499e-3	-2.033438838782554e-3	5.421011e-17	true
95	147	94	true	true	true	0.000000e0	5.684342e-14	1.193712e-12	2.046363e-12	8.526513e-14	1.136868e-13	true	2.775558e-17	-2.095529509579854e-3	-2.095529509579841e-3	1.387779e-17	true
97	147	96	true	true	true	4.263256e-14	5.684342e-14	1.250555e-12	2.046363e-12	2.842171e-14	1.705303e-13	true	1.734723e-18	-2.219064336677839e-3	-2.219064336677897e-3	5.724587e-17	true
100	147	99	true	true	true	1.421085e-14	5.684342e-14	9.094947e-13	2.046363e-12	1.136868e-13	5.684342e-14	true	1.734723e-17	-1.893164956594129e-3	-1.893164956594142e-3	1.235990e-17	true
101	147	100	true	true	true	2.842171e-14	5.684342e-14	1.364242e-12	2.046363e-12	5.684342e-14	5.684342e-14	true	0.000000e0	-1.988398968050350e-3	-1.988398968050383e-3	3.252607e-17	true
103	147	102	true	true	true	0.000000e0	5.684342e-14	1.136868e-12	2.046363e-12	4.263256e-14	2.273737e-13	true	0.000000e0	-2.077752502786000e-3	-2.077752502785973e-3	2.688821e-17	true
104	147	103	true	true	true	0.000000e0	5.684342e-14	1.136868e-12	2.046363e-12	4.263256e-14	1.136868e-13	true	3.469447e-18	-2.159276604537092e-3	-2.159276604537155e-3	6.288373e-17	true
106	147	105	true	true	true	4.263256e-14	5.684342e-14	1.477929e-12	2.046363e-12	4.263256e-14	5.684342e-14	true	6.938894e-18	-2.217956244794484e-3	-2.217956244794512e-3	2.818926e-17	true
107	147	106	true	true	true	4.263256e-14	5.684342e-14	1.250555e-12	2.046363e-12	4.263256e-14	5.684342e-14	true	2.428613e-17	-2.247940448531889e-3	-2.247940448531822e-3	6.635317e-17	true
109	147	108	true	true	true	4.263256e-14	5.684342e-14	1.136868e-12	2.046363e-12	8.526513e-14	0.000000e0	true	1.387779e-17	-2.371641147273231e-3	-2.371641147273261e-3	2.992398e-17	true
110	147	109	true	true	true	2.842171e-14	5.684342e-14	1.364242e-12	2.046363e-12	5.684342e-14	1.136868e-13	true	0.000000e0	-2.444962447026152e-3	-2.444962447026243e-3	9.063930e-17	true
